group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Daitch Mokotoff Soundex (encode),,,,,24623438.0,ns,16046
Daitch Mokotoff Soundex (encode),,,,,24963144.0,ns,16117
Daitch Mokotoff Soundex (encode),,,,,25202573.0,ns,16188
Daitch Mokotoff Soundex (encode),,,,,25514967.0,ns,16259
Daitch Mokotoff Soundex (encode),,,,,25146696.0,ns,16330
Daitch Mokotoff Soundex (encode),,,,,25054393.0,ns,16401
Daitch Mokotoff Soundex (encode),,,,,26001611.0,ns,16472
Daitch Mokotoff Soundex (encode),,,,,27059830.0,ns,16543
Daitch Mokotoff Soundex (encode),,,,,26205486.0,ns,16614
Daitch Mokotoff Soundex (encode),,,,,25718969.0,ns,16685
Daitch Mokotoff Soundex (encode),,,,,26030437.0,ns,16756
Daitch Mokotoff Soundex (encode),,,,,25744475.0,ns,16827
Daitch Mokotoff Soundex (encode),,,,,26597060.0,ns,16898
Daitch Mokotoff Soundex (encode),,,,,26069185.0,ns,16969
Daitch Mokotoff Soundex (encode),,,,,26462579.0,ns,17040
Daitch Mokotoff Soundex (encode),,,,,26478238.0,ns,17111
Daitch Mokotoff Soundex (encode),,,,,26560819.0,ns,17182
Daitch Mokotoff Soundex (encode),,,,,26556529.0,ns,17253
Daitch Mokotoff Soundex (encode),,,,,27007110.0,ns,17324
Daitch Mokotoff Soundex (encode),,,,,27102479.0,ns,17395
Daitch Mokotoff Soundex (encode),,,,,27684219.0,ns,17466
Daitch Mokotoff Soundex (encode),,,,,26993120.0,ns,17537
Daitch Mokotoff Soundex (encode),,,,,26927143.0,ns,17608
Daitch Mokotoff Soundex (encode),,,,,28118590.0,ns,17679
Daitch Mokotoff Soundex (encode),,,,,27181484.0,ns,17750
Daitch Mokotoff Soundex (encode),,,,,27905552.0,ns,17821
Daitch Mokotoff Soundex (encode),,,,,27603805.0,ns,17892
Daitch Mokotoff Soundex (encode),,,,,27578890.0,ns,17963
Daitch Mokotoff Soundex (encode),,,,,28046452.0,ns,18034
Daitch Mokotoff Soundex (encode),,,,,27690190.0,ns,18105
Daitch Mokotoff Soundex (encode),,,,,28104451.0,ns,18176
Daitch Mokotoff Soundex (encode),,,,,28371331.0,ns,18247
Daitch Mokotoff Soundex (encode),,,,,28834360.0,ns,18318
Daitch Mokotoff Soundex (encode),,,,,28338832.0,ns,18389
Daitch Mokotoff Soundex (encode),,,,,29296732.0,ns,18460
Daitch Mokotoff Soundex (encode),,,,,28461876.0,ns,18531
Daitch Mokotoff Soundex (encode),,,,,28866001.0,ns,18602
Daitch Mokotoff Soundex (encode),,,,,29024206.0,ns,18673
Daitch Mokotoff Soundex (encode),,,,,28948672.0,ns,18744
Daitch Mokotoff Soundex (encode),,,,,28992000.0,ns,18815
Daitch Mokotoff Soundex (encode),,,,,29027448.0,ns,18886
Daitch Mokotoff Soundex (encode),,,,,29306535.0,ns,18957
Daitch Mokotoff Soundex (encode),,,,,29284666.0,ns,19028
Daitch Mokotoff Soundex (encode),,,,,29181322.0,ns,19099
Daitch Mokotoff Soundex (encode),,,,,31368661.0,ns,19170
Daitch Mokotoff Soundex (encode),,,,,29672222.0,ns,19241
Daitch Mokotoff Soundex (encode),,,,,30019081.0,ns,19312
Daitch Mokotoff Soundex (encode),,,,,29757277.0,ns,19383
Daitch Mokotoff Soundex (encode),,,,,30157407.0,ns,19454
Daitch Mokotoff Soundex (encode),,,,,30671240.0,ns,19525
Daitch Mokotoff Soundex (encode),,,,,30152061.0,ns,19596
Daitch Mokotoff Soundex (encode),,,,,30044568.0,ns,19667
Daitch Mokotoff Soundex (encode),,,,,30550907.0,ns,19738
Daitch Mokotoff Soundex (encode),,,,,30594304.0,ns,19809
Daitch Mokotoff Soundex (encode),,,,,30286669.0,ns,19880
Daitch Mokotoff Soundex (encode),,,,,30665693.0,ns,19951
Daitch Mokotoff Soundex (encode),,,,,31040957.0,ns,20022
Daitch Mokotoff Soundex (encode),,,,,30871578.0,ns,20093
Daitch Mokotoff Soundex (encode),,,,,31082101.0,ns,20164
Daitch Mokotoff Soundex (encode),,,,,30944395.0,ns,20235
Daitch Mokotoff Soundex (encode),,,,,31151038.0,ns,20306
Daitch Mokotoff Soundex (encode),,,,,31440130.0,ns,20377
Daitch Mokotoff Soundex (encode),,,,,31239529.0,ns,20448
Daitch Mokotoff Soundex (encode),,,,,31388078.0,ns,20519
Daitch Mokotoff Soundex (encode),,,,,31941965.0,ns,20590
Daitch Mokotoff Soundex (encode),,,,,31889731.0,ns,20661
Daitch Mokotoff Soundex (encode),,,,,31813571.0,ns,20732
Daitch Mokotoff Soundex (encode),,,,,31821327.0,ns,20803
Daitch Mokotoff Soundex (encode),,,,,32050562.0,ns,20874
Daitch Mokotoff Soundex (encode),,,,,32231051.0,ns,20945
Daitch Mokotoff Soundex (encode),,,,,32324538.0,ns,21016
Daitch Mokotoff Soundex (encode),,,,,32931071.0,ns,21087
Daitch Mokotoff Soundex (encode),,,,,32288122.0,ns,21158
Daitch Mokotoff Soundex (encode),,,,,33063872.0,ns,21229
Daitch Mokotoff Soundex (encode),,,,,32462652.0,ns,21300
