group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Nysiis (not strict),,,,,22875194.0,ns,23184
Nysiis (not strict),,,,,23637959.0,ns,23296
Nysiis (not strict),,,,,23060541.0,ns,23408
Nysiis (not strict),,,,,22967968.0,ns,23520
Nysiis (not strict),,,,,23185748.0,ns,23632
Nysiis (not strict),,,,,23138701.0,ns,23744
Nysiis (not strict),,,,,23773395.0,ns,23856
Nysiis (not strict),,,,,23336782.0,ns,23968
Nysiis (not strict),,,,,22941386.0,ns,24080
Nysiis (not strict),,,,,23996590.0,ns,24192
Nysiis (not strict),,,,,23632259.0,ns,24304
Nysiis (not strict),,,,,24299210.0,ns,24416
Nysiis (not strict),,,,,24294291.0,ns,24528
Nysiis (not strict),,,,,24235776.0,ns,24640
Nysiis (not strict),,,,,24894679.0,ns,24752
Nysiis (not strict),,,,,24652683.0,ns,24864
Nysiis (not strict),,,,,25783041.0,ns,24976
Nysiis (not strict),,,,,24489940.0,ns,25088
Nysiis (not strict),,,,,24034772.0,ns,25200
Nysiis (not strict),,,,,24651829.0,ns,25312
Nysiis (not strict),,,,,24361555.0,ns,25424
Nysiis (not strict),,,,,24764606.0,ns,25536
Nysiis (not strict),,,,,24445517.0,ns,25648
Nysiis (not strict),,,,,39170598.0,ns,25760
Nysiis (not strict),,,,,35306185.0,ns,25872
Nysiis (not strict),,,,,25497568.0,ns,25984
Nysiis (not strict),,,,,24775187.0,ns,26096
Nysiis (not strict),,,,,25643861.0,ns,26208
Nysiis (not strict),,,,,25421149.0,ns,26320
Nysiis (not strict),,,,,25690810.0,ns,26432
Nysiis (not strict),,,,,25831061.0,ns,26544
Nysiis (not strict),,,,,28047196.0,ns,26656
Nysiis (not strict),,,,,27242067.0,ns,26768
Nysiis (not strict),,,,,26914280.0,ns,26880
Nysiis (not strict),,,,,27177002.0,ns,26992
Nysiis (not strict),,,,,26497931.0,ns,27104
Nysiis (not strict),,,,,27114300.0,ns,27216
Nysiis (not strict),,,,,26469820.0,ns,27328
Nysiis (not strict),,,,,26981644.0,ns,27440
Nysiis (not strict),,,,,26869348.0,ns,27552
Nysiis (not strict),,,,,26847200.0,ns,27664
Nysiis (not strict),,,,,27025966.0,ns,27776
Nysiis (not strict),,,,,27238849.0,ns,27888
Nysiis (not strict),,,,,27430891.0,ns,28000
Nysiis (not strict),,,,,27894152.0,ns,28112
Nysiis (not strict),,,,,27500810.0,ns,28224
Nysiis (not strict),,,,,27692371.0,ns,28336
Nysiis (not strict),,,,,27632795.0,ns,28448
Nysiis (not strict),,,,,27148110.0,ns,28560
Nysiis (not strict),,,,,27831002.0,ns,28672
Nysiis (not strict),,,,,27873857.0,ns,28784
Nysiis (not strict),,,,,27739748.0,ns,28896
Nysiis (not strict),,,,,27827285.0,ns,29008
Nysiis (not strict),,,,,27293927.0,ns,29120
Nysiis (not strict),,,,,28431970.0,ns,29232
Nysiis (not strict),,,,,28480680.0,ns,29344
Nysiis (not strict),,,,,28422044.0,ns,29456
Nysiis (not strict),,,,,28704696.0,ns,29568
Nysiis (not strict),,,,,29152891.0,ns,29680
Nysiis (not strict),,,,,28980938.0,ns,29792
Nysiis (not strict),,,,,29202624.0,ns,29904
Nysiis (not strict),,,,,29170413.0,ns,30016
Nysiis (not strict),,,,,29555080.0,ns,30128
Nysiis (not strict),,,,,29965875.0,ns,30240
Nysiis (not strict),,,,,29937177.0,ns,30352
Nysiis (not strict),,,,,29215084.0,ns,30464
Nysiis (not strict),,,,,30961301.0,ns,30576
Nysiis (not strict),,,,,30578385.0,ns,30688
Nysiis (not strict),,,,,30482704.0,ns,30800
Nysiis (not strict),,,,,30365034.0,ns,30912
Nysiis (not strict),,,,,30953451.0,ns,31024
Nysiis (not strict),,,,,30853477.0,ns,31136
Nysiis (not strict),,,,,30121538.0,ns,31248
Nysiis (not strict),,,,,29949350.0,ns,31360
Nysiis (not strict),,,,,30887910.0,ns,31472
Nysiis (not strict),,,,,31004470.0,ns,31584
Nysiis (not strict),,,,,30745264.0,ns,31696
Nysiis (not strict),,,,,30467514.0,ns,31808
Nysiis (not strict),,,,,30969705.0,ns,31920
Nysiis (not strict),,,,,30448615.0,ns,32032
Nysiis (not strict),,,,,31576243.0,ns,32144
Nysiis (not strict),,,,,30613596.0,ns,32256
Nysiis (not strict),,,,,31663104.0,ns,32368
Nysiis (not strict),,,,,31194461.0,ns,32480
Nysiis (not strict),,,,,31550170.0,ns,32592
Nysiis (not strict),,,,,31814816.0,ns,32704
Nysiis (not strict),,,,,31756974.0,ns,32816
Nysiis (not strict),,,,,32255630.0,ns,32928
Nysiis (not strict),,,,,32328344.0,ns,33040
Nysiis (not strict),,,,,31882332.0,ns,33152
Nysiis (not strict),,,,,32553020.0,ns,33264
Nysiis (not strict),,,,,32044614.0,ns,33376
Nysiis (not strict),,,,,32795035.0,ns,33488
Nysiis (not strict),,,,,32271447.0,ns,33600
